FlightId,Price,StopCount,Departue,Arrival,FlightTime,Airline(s),DepartureCity,ArrivalCity
15062-2210201540--31722-0-13416-2210201800,241.3,0,10/20/2022 3:40:00 PM,10/20/2022 6:00:00 PM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2210202159--31825-0-13416-2210210039,198.59,0,10/20/2022 9:59:00 PM,10/21/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210201758--31722-0-13416-2210202033,241.3,0,10/20/2022 5:58:00 PM,10/20/2022 8:33:00 PM,275,,United,Chicago O'Hare International,Los Angeles International
15062-2210201930--31825-0-13416-2210202207,228.59,0,10/20/2022 7:30:00 PM,10/20/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210201254--31722-0-13416-2210201525,241.3,0,10/20/2022 12:54:00 PM,10/20/2022 3:25:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210200850--31722-0-13416-2210201119,241.3,0,10/20/2022 8:50:00 AM,10/20/2022 11:19:00 AM,269,,United,Chicago O'Hare International,Los Angeles International
15062-2210211412--31722-0-13416-2210211643,198.6,0,10/21/2022 2:12:00 PM,10/21/2022 4:43:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210210850--31722-0-13416-2210211119,238.6,0,10/21/2022 8:50:00 AM,10/21/2022 11:19:00 AM,269,,United,Chicago O'Hare International,Los Angeles International
15062-2210212013--31722-0-13416-2210212244,198.6,0,10/21/2022 8:13:00 PM,10/21/2022 10:44:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210211254--31722-0-13416-2210211525,198.6,0,10/21/2022 12:54:00 PM,10/21/2022 3:25:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210210822--31825-0-13416-2210211055,158.59,0,10/21/2022 8:22:00 AM,10/21/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210212159--31825-0-13416-2210220039,88.59,0,10/21/2022 9:59:00 PM,10/22/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210211930--31825-0-13416-2210212207,158.59,0,10/21/2022 7:30:00 PM,10/21/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210210712--31722-0-13416-2210210939,238.6,0,10/21/2022 7:12:00 AM,10/21/2022 9:39:00 AM,267,,United,Chicago O'Hare International,Los Angeles International
15062-2210211540--31722-0-13416-2210211800,238.6,0,10/21/2022 3:40:00 PM,10/21/2022 6:00:00 PM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2210211035--31722-0-13416-2210211300,238.6,0,10/21/2022 10:35:00 AM,10/21/2022 1:00:00 PM,265,,United,Chicago O'Hare International,Los Angeles International
15062-2210221405--31722-0-13416-2210221636,138.6,0,10/22/2022 2:05:00 PM,10/22/2022 4:36:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210221035--31722-0-13416-2210221300,198.6,0,10/22/2022 10:35:00 AM,10/22/2022 1:00:00 PM,265,,United,Chicago O'Hare International,Los Angeles International
15062-2210221930--31825-0-13416-2210222207,88.59,0,10/22/2022 7:30:00 PM,10/22/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210222159--31825-0-13416-2210230039,88.59,0,10/22/2022 9:59:00 PM,10/23/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210221540--31722-0-13416-2210221800,108.6,0,10/22/2022 3:40:00 PM,10/22/2022 6:00:00 PM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2210220850--31722-0-13416-2210221119,138.6,0,10/22/2022 8:50:00 AM,10/22/2022 11:19:00 AM,269,,United,Chicago O'Hare International,Los Angeles International
15062-2210220822--31825-0-13416-2210221055,158.59,0,10/22/2022 8:22:00 AM,10/22/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210220712--31722-0-13416-2210220939,138.6,0,10/22/2022 7:12:00 AM,10/22/2022 9:39:00 AM,267,,United,Chicago O'Hare International,Los Angeles International
15062-2210221255--31722-0-13416-2210221526,138.6,0,10/22/2022 12:55:00 PM,10/22/2022 3:26:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210222013--31722-0-13416-2210222244,198.6,0,10/22/2022 8:13:00 PM,10/22/2022 10:44:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210232013--31722-0-13416-2210232244,297.6,0,10/23/2022 8:13:00 PM,10/23/2022 10:44:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210230822--31825-0-13416-2210231055,88.59,0,10/23/2022 8:22:00 AM,10/23/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210232159--31825-0-13416-2210240039,158.59,0,10/23/2022 9:59:00 PM,10/24/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210230712--31722-0-13416-2210230939,198.6,0,10/23/2022 7:12:00 AM,10/23/2022 9:39:00 AM,267,,United,Chicago O'Hare International,Los Angeles International
15062-2210230545--31825-1-13416-2210230945,181.58,1,10/23/2022 5:45:00 AM,10/23/2022 9:45:00 AM,360,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210230850--31722-0-13416-2210231119,238.6,0,10/23/2022 8:50:00 AM,10/23/2022 11:19:00 AM,269,,United,Chicago O'Hare International,Los Angeles International
15062-2210231412--31722-0-13416-2210231643,297.6,0,10/23/2022 2:12:00 PM,10/23/2022 4:43:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210231035--31722-0-13416-2210231300,277.6,0,10/23/2022 10:35:00 AM,10/23/2022 1:00:00 PM,265,,United,Chicago O'Hare International,Los Angeles International
15062-2210231540--31722-0-13416-2210231800,342.6,0,10/23/2022 3:40:00 PM,10/23/2022 6:00:00 PM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2210231930--31825-0-13416-2210232207,158.59,0,10/23/2022 7:30:00 PM,10/23/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210240545--31825-1-13416-2210240945,181.58,1,10/24/2022 5:45:00 AM,10/24/2022 9:45:00 AM,360,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210242159--31825-0-13416-2210250039,69.59,0,10/24/2022 9:59:00 PM,10/25/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210240530--31825-1-13416-2210241413,205.58,1,10/24/2022 5:30:00 AM,10/24/2022 2:13:00 PM,643,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210240822--31825-0-13416-2210241055,549.59,0,10/24/2022 8:22:00 AM,10/24/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210241930--31825-0-13416-2210242207,549.59,0,10/24/2022 7:30:00 PM,10/24/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210241209--31825-1-13416-2210241936,181.58,1,10/24/2022 12:09:00 PM,10/24/2022 7:36:00 PM,567,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210241105--31825-1-13416-2210241753,433.58,1,10/24/2022 11:05:00 AM,10/24/2022 5:53:00 PM,528,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210240800--31825-1-13416-2210241753,433.58,1,10/24/2022 8:00:00 AM,10/24/2022 5:53:00 PM,713,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210242145--31825-1-13416-2210250708,104.58,1,10/24/2022 9:45:00 PM,10/25/2022 7:08:00 AM,683,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210240500--31825-1-13416-2210241540,209.58,1,10/24/2022 5:00:00 AM,10/24/2022 3:40:00 PM,760,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210251035--31722-0-13416-2210251300,194.6,0,10/25/2022 10:35:00 AM,10/25/2022 1:00:00 PM,265,,United,Chicago O'Hare International,Los Angeles International
15062-2210250822--31825-0-13416-2210251055,69.59,0,10/25/2022 8:22:00 AM,10/25/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210250712--31722-0-13416-2210250939,194.6,0,10/25/2022 7:12:00 AM,10/25/2022 9:39:00 AM,267,,United,Chicago O'Hare International,Los Angeles International
15062-2210250545--31825-1-13416-2210250945,89.58,1,10/25/2022 5:45:00 AM,10/25/2022 9:45:00 AM,360,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210251540--31722-0-13416-2210251800,194.6,0,10/25/2022 3:40:00 PM,10/25/2022 6:00:00 PM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2210250850--31722-0-13416-2210251119,194.6,0,10/25/2022 8:50:00 AM,10/25/2022 11:19:00 AM,269,,United,Chicago O'Hare International,Los Angeles International
15062-2210252159--31825-0-13416-2210260039,69.59,0,10/25/2022 9:59:00 PM,10/26/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210252013--31722-0-13416-2210252244,194.6,0,10/25/2022 8:13:00 PM,10/25/2022 10:44:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210250530--31825-1-13416-2210251413,81.58,1,10/25/2022 5:30:00 AM,10/25/2022 2:13:00 PM,643,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210251930--31825-0-13416-2210252207,69.59,0,10/25/2022 7:30:00 PM,10/25/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210261254--31722-0-13416-2210261525,140.14,0,10/26/2022 12:54:00 PM,10/26/2022 3:25:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210261930--31825-0-13416-2210262207,69.59,0,10/26/2022 7:30:00 PM,10/26/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210260822--31825-0-13416-2210261055,69.59,0,10/26/2022 8:22:00 AM,10/26/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210261412--31722-0-13416-2210261643,140.14,0,10/26/2022 2:12:00 PM,10/26/2022 4:43:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210260545--31825-1-13416-2210261021,89.58,1,10/26/2022 5:45:00 AM,10/26/2022 10:21:00 AM,396,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210262159--31825-0-13416-2210270039,69.59,0,10/26/2022 9:59:00 PM,10/27/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210260545--31825-1-13416-2210261136,89.58,1,10/26/2022 5:45:00 AM,10/26/2022 11:36:00 AM,471,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210261035--31722-0-13416-2210261300,195.98,0,10/26/2022 10:35:00 AM,10/26/2022 1:00:00 PM,265,,United,Chicago O'Hare International,Los Angeles International
15062-2210261540--31722-0-13416-2210261800,195.98,0,10/26/2022 3:40:00 PM,10/26/2022 6:00:00 PM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2210260712--31722-0-13416-2210260939,140.14,0,10/26/2022 7:12:00 AM,10/26/2022 9:39:00 AM,267,,United,Chicago O'Hare International,Los Angeles International
15062-2210272159--31825-0-13416-2210280039,114.16,0,10/27/2022 9:59:00 PM,10/28/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210271700--32257-0-13416-2210271916,192.15,0,10/27/2022 5:00:00 PM,10/27/2022 7:16:00 PM,256,,Gulf Air,Chicago O'Hare International,Los Angeles International
15062-2210271841--32626-0-13416-2210272105,161.58,0,10/27/2022 6:41:00 PM,10/27/2022 9:05:00 PM,264,,Air Tahiti Nui,Chicago O'Hare International,Los Angeles International
15062-2210270825--32184-0-13416-2210271047,192.15,0,10/27/2022 8:25:00 AM,10/27/2022 10:47:00 AM,262,,Japan Airlines,Chicago O'Hare International,Los Angeles International
15062-2210271930--31825-0-13416-2210272207,107.46,0,10/27/2022 7:30:00 PM,10/27/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210271919--32753-0-13416-2210272144,161.58,0,10/27/2022 7:19:00 PM,10/27/2022 9:44:00 PM,265,,Aer Lingus,Chicago O'Hare International,Los Angeles International
15062-2210271430--32626-0-13416-2210271652,192.15,0,10/27/2022 2:30:00 PM,10/27/2022 4:52:00 PM,262,,Air Tahiti Nui,Chicago O'Hare International,Los Angeles International
15062-2210270715--32626-0-13416-2210270936,161.58,0,10/27/2022 7:15:00 AM,10/27/2022 9:36:00 AM,261,,Air Tahiti Nui,Chicago O'Hare International,Los Angeles International
15062-2210271540--32646-0-13416-2210271800,190.48,0,10/27/2022 3:40:00 PM,10/27/2022 6:00:00 PM,260,,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2210272054--32257-0-13416-2210272314,161.58,0,10/27/2022 8:54:00 PM,10/27/2022 11:14:00 PM,260,,Gulf Air,Chicago O'Hare International,Los Angeles International
15062-2210280715--32626-0-13416-2210280936,192.15,0,10/28/2022 7:15:00 AM,10/28/2022 9:36:00 AM,261,,Air Tahiti Nui,Chicago O'Hare International,Los Angeles International
15062-2210281930--31825-0-13416-2210282207,83.58,0,10/28/2022 7:30:00 PM,10/28/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210281430--32626-0-13416-2210281652,192.15,0,10/28/2022 2:30:00 PM,10/28/2022 4:52:00 PM,262,,Air Tahiti Nui,Chicago O'Hare International,Los Angeles International
15062-2210282054--32257-0-13416-2210282314,192.15,0,10/28/2022 8:54:00 PM,10/28/2022 11:14:00 PM,260,,Gulf Air,Chicago O'Hare International,Los Angeles International
15062-2210280822--31825-0-13416-2210281055,152.65,0,10/28/2022 8:22:00 AM,10/28/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210281540--32646-0-13416-2210281800,193.49,0,10/28/2022 3:40:00 PM,10/28/2022 6:00:00 PM,260,,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2210281700--32257-0-13416-2210281916,194.16,0,10/28/2022 5:00:00 PM,10/28/2022 7:16:00 PM,256,,Gulf Air,Chicago O'Hare International,Los Angeles International
15062-2210282159--31825-0-13416-2210290039,83.58,0,10/28/2022 9:59:00 PM,10/29/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210280825--32184-0-13416-2210281047,192.15,0,10/28/2022 8:25:00 AM,10/28/2022 10:47:00 AM,262,,Japan Airlines,Chicago O'Hare International,Los Angeles International
15062-2210281540--31722-0-13416-2210281800,194.6,0,10/28/2022 3:40:00 PM,10/28/2022 6:00:00 PM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2210292159--31825-0-13416-2210300039,69.59,0,10/29/2022 9:59:00 PM,10/30/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210291930--31825-0-13416-2210292207,69.59,0,10/29/2022 7:30:00 PM,10/29/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210291800--31722-1-13416-2210292325,97.6,1,10/29/2022 6:00:00 PM,10/29/2022 11:25:00 PM,445,,United,Chicago O'Hare International,Los Angeles International
15062-2210291600--31722-1-13416-2210292024,97.6,1,10/29/2022 4:00:00 PM,10/29/2022 8:24:00 PM,384,,United,Chicago O'Hare International,Los Angeles International
15062-2210290822--31825-0-13416-2210291055,76,0,10/29/2022 8:22:00 AM,10/29/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210291605--31722-1-13416-2210292122,97.6,1,10/29/2022 4:05:00 PM,10/29/2022 9:22:00 PM,437,,United,Chicago O'Hare International,Los Angeles International
15062-2210291758--31722-0-13416-2210292033,88.6,0,10/29/2022 5:58:00 PM,10/29/2022 8:33:00 PM,275,,United,Chicago O'Hare International,Los Angeles International
15062-2210290545--31825-1-13416-2210290945,89.58,1,10/29/2022 5:45:00 AM,10/29/2022 9:45:00 AM,360,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210292013--31722-0-13416-2210292244,88.6,0,10/29/2022 8:13:00 PM,10/29/2022 10:44:00 PM,271,,United,Chicago O'Hare International,Los Angeles International
15062-2210291756--31722-1-13416-2210292210,97.6,1,10/29/2022 5:56:00 PM,10/29/2022 10:10:00 PM,374,,United,Chicago O'Hare International,Los Angeles International
15062-2210300715--31722-1-13416-2210301306,147.6,1,10/30/2022 7:15:00 AM,10/30/2022 1:06:00 PM,471,,United,Chicago O'Hare International,Los Angeles International
15062-2210301245--31722-0-13416-2210301518,227.6,0,10/30/2022 12:45:00 PM,10/30/2022 3:18:00 PM,273,,United,Chicago O'Hare International,Los Angeles International
15062-2210301035--31722-0-13416-2210301309,227.6,0,10/30/2022 10:35:00 AM,10/30/2022 1:09:00 PM,274,,United,Chicago O'Hare International,Los Angeles International
15062-2210301808--31722-0-13416-2210302044,227.6,0,10/30/2022 6:08:00 PM,10/30/2022 8:44:00 PM,276,,United,Chicago O'Hare International,Los Angeles International
15062-2210301930--31825-0-13416-2210302207,88.59,0,10/30/2022 7:30:00 PM,10/30/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210300740--31722-0-13416-2210301020,194.6,0,10/30/2022 7:40:00 AM,10/30/2022 10:20:00 AM,280,,United,Chicago O'Hare International,Los Angeles International
15062-2210300822--31825-0-13416-2210301055,88.59,0,10/30/2022 8:22:00 AM,10/30/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210302159--31825-0-13416-2210310039,88.59,0,10/30/2022 9:59:00 PM,10/31/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210301422--31722-0-13416-2210301655,227.6,0,10/30/2022 2:22:00 PM,10/30/2022 4:55:00 PM,273,,United,Chicago O'Hare International,Los Angeles International
15062-2210300930--31722-0-13416-2210301157,227.6,0,10/30/2022 9:30:00 AM,10/30/2022 11:57:00 AM,267,,United,Chicago O'Hare International,Los Angeles International
15062-2210310740--32571-0-13416-2210311009,86.04,0,10/31/2022 7:40:00 AM,10/31/2022 10:09:00 AM,269,,ANA (All Nippon Airways),Chicago O'Hare International,Los Angeles International
15062-2210311035--32695-0-13416-2210311309,135.58,0,10/31/2022 10:35:00 AM,10/31/2022 1:09:00 PM,274,,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2210311545--32090-0-13416-2210311812,135.58,0,10/31/2022 3:45:00 PM,10/31/2022 6:12:00 PM,267,,Lufthansa,Chicago O'Hare International,Los Angeles International
15062-2210310930--31722-0-13416-2210311157,138.6,0,10/31/2022 9:30:00 AM,10/31/2022 11:57:00 AM,267,,United,Chicago O'Hare International,Los Angeles International
15062-2210311422--31694-0-13416-2210311655,135.58,0,10/31/2022 2:22:00 PM,10/31/2022 4:55:00 PM,273,,Virgin Australia,Chicago O'Hare International,Los Angeles International
15062-2210310740--31722-0-13416-2210311009,88.6,0,10/31/2022 7:40:00 AM,10/31/2022 10:09:00 AM,269,,United,Chicago O'Hare International,Los Angeles International
15062-2210310822--31825-0-13416-2210311055,61.49,0,10/31/2022 8:22:00 AM,10/31/2022 10:55:00 AM,273,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2210310930--32695-0-13416-2210311157,135.58,0,10/31/2022 9:30:00 AM,10/31/2022 11:57:00 AM,267,,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2210312159--31825-0-13416-2211010039,61.49,0,10/31/2022 9:59:00 PM,11/1/2022 12:39:00 AM,280,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
